,Product Brand,Product Name,Current Price,Old Price,Rating,Product URL,Product Description
2260,Marmot,Women's Strollbridge Hooded Short Down Coat,Sale  EUR 207.82, EUR 296.89 ,Rated 5 stars with 6 reviews,https://www.macys.com/shop/product/marmot-womens-strollbridge-hooded-short-down-coat?ID=16770612, Product Features Fixed hood with peripheral cord adjustment; front two-way zipper closureLinedImportedTwo handwarmer pocketsShort length
2261,Marmot,Women's Strollbridge Hooded Short Down Coat,Sale  EUR 207.82, EUR 296.89 ,Rated 5 stars with 6 reviews,https://www.macys.com/shop/product/marmot-womens-strollbridge-hooded-short-down-coat?ID=16770612, Product Features Fixed hood with peripheral cord adjustment; front two-way zipper closureLinedImportedTwo handwarmer pocketsShort length
2262,Marmot,Women's Strollbridge Hooded Short Down Coat,Sale  EUR 207.82, EUR 296.89 ,Rated 5 stars with 6 reviews,https://www.macys.com/shop/product/marmot-womens-strollbridge-hooded-short-down-coat?ID=16770612, Product Features Fixed hood with peripheral cord adjustment; front two-way zipper closureLinedImportedTwo handwarmer pocketsShort length
2263,Marmot,Women's Strollbridge Hooded Short Down Coat,Sale  EUR 207.82, EUR 296.89 ,Rated 5 stars with 6 reviews,https://www.macys.com/shop/product/marmot-womens-strollbridge-hooded-short-down-coat?ID=16770612, Product Features Fixed hood with peripheral cord adjustment; front two-way zipper closureLinedImportedTwo handwarmer pocketsShort length
2264,Anne Klein,"Women's Linen-Blend, One-Button Scrunch Sleeve Blazer",Now  EUR 24.70, EUR 137.56 ,Rated 3 stars with 1 reviews,https://www.macys.com/shop/product/anne-klein-womens-linen-blend-one-button-scrunch-sleeve-blazer?ID=17833218, Product Features 3/4-sleeves; scrunched cuffsImportedLinedFlap pockets at sidesNotched collar; one button closure
2265,Anne Klein,"Women's Linen-Blend, One-Button Scrunch Sleeve Blazer",Now  EUR 24.70, EUR 137.56 ,Rated 3 stars with 1 reviews,https://www.macys.com/shop/product/anne-klein-womens-linen-blend-one-button-scrunch-sleeve-blazer?ID=17833218, Product Features 3/4-sleeves; scrunched cuffsImportedLinedFlap pockets at sidesNotched collar; one button closure
2266,Anne Klein,"Women's Linen-Blend, One-Button Scrunch Sleeve Blazer",Now  EUR 24.70, EUR 137.56 ,Rated 3 stars with 1 reviews,https://www.macys.com/shop/product/anne-klein-womens-linen-blend-one-button-scrunch-sleeve-blazer?ID=17833218, Product Features 3/4-sleeves; scrunched cuffsImportedLinedFlap pockets at sidesNotched collar; one button closure
2267,Anne Klein,"Women's Linen-Blend, One-Button Scrunch Sleeve Blazer",Now  EUR 24.70, EUR 137.56 ,Rated 3 stars with 1 reviews,https://www.macys.com/shop/product/anne-klein-womens-linen-blend-one-button-scrunch-sleeve-blazer?ID=17833218, Product Features 3/4-sleeves; scrunched cuffsImportedLinedFlap pockets at sidesNotched collar; one button closure
2268,Bar III,"Women's Button-Front Notch-Collar Vest, Created for Macy's",Sale  EUR 25.79, EUR 68.78 ,Rated 2.5 stars with 2 reviews,https://www.macys.com/shop/product/bar-iii-womens-button-front-notch-collar-vest-created-for-macys?ID=18327482, Product Features ImportedNotch collar; button-front closures Created for Macy'sHip welt pocketsSleeveless 
2269,Bar III,"Women's Button-Front Notch-Collar Vest, Created for Macy's",Sale  EUR 25.79, EUR 68.78 ,Rated 2.5 stars with 2 reviews,https://www.macys.com/shop/product/bar-iii-womens-button-front-notch-collar-vest-created-for-macys?ID=18327482, Product Features ImportedNotch collar; button-front closures Created for Macy'sHip welt pocketsSleeveless 
2270,Bar III,"Women's Button-Front Notch-Collar Vest, Created for Macy's",Sale  EUR 25.79, EUR 68.78 ,Rated 2.5 stars with 2 reviews,https://www.macys.com/shop/product/bar-iii-womens-button-front-notch-collar-vest-created-for-macys?ID=18327482, Product Features ImportedNotch collar; button-front closures Created for Macy'sHip welt pocketsSleeveless 
2271,Bar III,"Women's Button-Front Notch-Collar Vest, Created for Macy's",Sale  EUR 25.79, EUR 68.78 ,Rated 2.5 stars with 2 reviews,https://www.macys.com/shop/product/bar-iii-womens-button-front-notch-collar-vest-created-for-macys?ID=18327482, Product Features ImportedNotch collar; button-front closures Created for Macy'sHip welt pocketsSleeveless 
2272,Andrew Marc Sport,NEW! Women's Tweed Cardigan,EUR 107.87,None,None,https://www.macys.com/shop/product/andrew-marc-sport-womens-tweed-cardigan?ID=19609812, Product Features ImportedShawl collar; open front
2273,Andrew Marc Sport,NEW! Women's Tweed Cardigan,EUR 107.87,None,None,https://www.macys.com/shop/product/andrew-marc-sport-womens-tweed-cardigan?ID=19609812, Product Features ImportedShawl collar; open front
