,Product Brand,Product Name,Current Price,Old Price,Rating,Product URL,Product Description
0,Charter Club,"Women's Packable Hooded Puffer Coat, Created for Macy's",Sale  EUR 49.47, EUR 123.70 ,Rated 4.3076 stars with 2087 reviews,https://www.macys.com/shop/product/charter-club-womens-packable-hooded-puffer-coat-created-for-macys?ID=18237239, Product Features LinedLong sleevesPackable into bagStand collar with zip-off hood; front zip closureTwo side zip pockets; two inner open pocketsWater resistantImportedCreated for Macy's
1,Charter Club,"Women's Packable Hooded Puffer Coat, Created for Macy's",Sale  EUR 49.47, EUR 123.70 ,Rated 4.3076 stars with 2087 reviews,https://www.macys.com/shop/product/charter-club-womens-packable-hooded-puffer-coat-created-for-macys?ID=18237239, Product Features LinedLong sleevesPackable into bagStand collar with zip-off hood; front zip closureTwo side zip pockets; two inner open pocketsWater resistantImportedCreated for Macy's
2,Charter Club,"Women's Packable Hooded Puffer Coat, Created for Macy's",Sale  EUR 49.47, EUR 123.70 ,Rated 4.3076 stars with 2087 reviews,https://www.macys.com/shop/product/charter-club-womens-packable-hooded-puffer-coat-created-for-macys?ID=18237239, Product Features LinedLong sleevesPackable into bagStand collar with zip-off hood; front zip closureTwo side zip pockets; two inner open pocketsWater resistantImportedCreated for Macy's
3,Charter Club,"Women's Packable Hooded Puffer Coat, Created for Macy's",Sale  EUR 49.47, EUR 123.70 ,Rated 4.3076 stars with 2087 reviews,https://www.macys.com/shop/product/charter-club-womens-packable-hooded-puffer-coat-created-for-macys?ID=18237239, Product Features LinedLong sleevesPackable into bagStand collar with zip-off hood; front zip closureTwo side zip pockets; two inner open pocketsWater resistantImportedCreated for Macy's
4,Charter Club,"Women's Packable Hooded Puffer Coat, Created for Macy's",Sale  EUR 59.37, EUR 163.29 ,Rated 4.2715 stars with 1116 reviews,https://www.macys.com/shop/product/charter-club-womens-packable-hooded-puffer-coat-created-for-macys?ID=18237242, Product Features LinedWater resistantCreated for Macy'sTwo side zip pockets; two inner open pocketsStand collar with zip-off hood; front zip closurePackable into bagLong sleevesImported
5,Charter Club,"Women's Packable Hooded Puffer Coat, Created for Macy's",Sale  EUR 59.37, EUR 163.29 ,Rated 4.2715 stars with 1116 reviews,https://www.macys.com/shop/product/charter-club-womens-packable-hooded-puffer-coat-created-for-macys?ID=18237242, Product Features LinedWater resistantCreated for Macy'sTwo side zip pockets; two inner open pocketsStand collar with zip-off hood; front zip closurePackable into bagLong sleevesImported
6,Charter Club,"Women's Packable Hooded Puffer Coat, Created for Macy's",Sale  EUR 59.37, EUR 163.29 ,Rated 4.2715 stars with 1116 reviews,https://www.macys.com/shop/product/charter-club-womens-packable-hooded-puffer-coat-created-for-macys?ID=18237242, Product Features LinedWater resistantCreated for Macy'sTwo side zip pockets; two inner open pocketsStand collar with zip-off hood; front zip closurePackable into bagLong sleevesImported
7,Charter Club,"Women's Packable Hooded Puffer Coat, Created for Macy's",Sale  EUR 59.37, EUR 163.29 ,Rated 4.2715 stars with 1116 reviews,https://www.macys.com/shop/product/charter-club-womens-packable-hooded-puffer-coat-created-for-macys?ID=18237242, Product Features LinedWater resistantCreated for Macy'sTwo side zip pockets; two inner open pocketsStand collar with zip-off hood; front zip closurePackable into bagLong sleevesImported
8,I.N.C. International Concepts,"Women's Solid Belted Wool Coat, Created for Macy's",Sale  EUR 98.71, EUR 197.43 ,Rated 4.3784 stars with 37 reviews,https://www.macys.com/shop/product/i.n.c.-international-concepts-womens-solid-belted-wool-coat-created-for-macys?ID=16513018, Product Features Long sleevesSlanted pockets at sideImportedLinedNotched collar; snap closure at frontRemovable belt
9,I.N.C. International Concepts,"Women's Solid Belted Wool Coat, Created for Macy's",Sale  EUR 98.71, EUR 197.43 ,Rated 4.3784 stars with 37 reviews,https://www.macys.com/shop/product/i.n.c.-international-concepts-womens-solid-belted-wool-coat-created-for-macys?ID=16513018, Product Features Long sleevesSlanted pockets at sideImportedLinedNotched collar; snap closure at frontRemovable belt
10,I.N.C. International Concepts,"Women's Solid Belted Wool Coat, Created for Macy's",Sale  EUR 98.71, EUR 197.43 ,Rated 4.3784 stars with 37 reviews,https://www.macys.com/shop/product/i.n.c.-international-concepts-womens-solid-belted-wool-coat-created-for-macys?ID=16513018, Product Features Long sleevesSlanted pockets at sideImportedLinedNotched collar; snap closure at frontRemovable belt
11,I.N.C. International Concepts,"Women's Solid Belted Wool Coat, Created for Macy's",Sale  EUR 98.71, EUR 197.43 ,Rated 4.3784 stars with 37 reviews,https://www.macys.com/shop/product/i.n.c.-international-concepts-womens-solid-belted-wool-coat-created-for-macys?ID=16513018, Product Features Long sleevesSlanted pockets at sideImportedLinedNotched collar; snap closure at frontRemovable belt
12,Donna Karan New York,Women's Belted Asymmetric Puffer Coat,Sale  EUR 168.23, EUR 246.42 ,None,https://www.macys.com/shop/product/donna-karan-new-york-womens-belted-asymmetric-puffer-coat?ID=18390302, Product Features Pillow collar; front asymmetric zip closureRemovable self-tie belt; water resistantLinedImportedTwo side pockets
13,Donna Karan New York,Women's Belted Asymmetric Puffer Coat,Sale  EUR 168.23, EUR 246.42 ,None,https://www.macys.com/shop/product/donna-karan-new-york-womens-belted-asymmetric-puffer-coat?ID=18390302, Product Features Pillow collar; front asymmetric zip closureRemovable self-tie belt; water resistantLinedImportedTwo side pockets
14,Donna Karan New York,Women's Belted Asymmetric Puffer Coat,Sale  EUR 168.23, EUR 246.42 ,None,https://www.macys.com/shop/product/donna-karan-new-york-womens-belted-asymmetric-puffer-coat?ID=18390302, Product Features Pillow collar; front asymmetric zip closureRemovable self-tie belt; water resistantLinedImportedTwo side pockets
15,Donna Karan New York,Women's Belted Asymmetric Puffer Coat,Sale  EUR 168.23, EUR 246.42 ,None,https://www.macys.com/shop/product/donna-karan-new-york-womens-belted-asymmetric-puffer-coat?ID=18390302, Product Features Pillow collar; front asymmetric zip closureRemovable self-tie belt; water resistantLinedImportedTwo side pockets
16,Laundry by Shelli Segal,Women's Faux-Fur-Trim Hooded Puffer Coat,Sale  EUR 98.95, EUR 311.73 ,Rated 3.9932 stars with 147 reviews,https://www.macys.com/shop/product/laundry-by-shelli-segal-womens-faux-fur-trim-hooded-puffer-coat?ID=18332683, Product Features Side zip pocketsWater resistantLinedImportedStand collar; hood with removable faux-fur trim; front zipper closure
17,Laundry by Shelli Segal,Women's Faux-Fur-Trim Hooded Puffer Coat,Sale  EUR 98.95, EUR 311.73 ,Rated 3.9932 stars with 147 reviews,https://www.macys.com/shop/product/laundry-by-shelli-segal-womens-faux-fur-trim-hooded-puffer-coat?ID=18332683, Product Features Side zip pocketsWater resistantLinedImportedStand collar; hood with removable faux-fur trim; front zipper closure
18,Laundry by Shelli Segal,Women's Faux-Fur-Trim Hooded Puffer Coat,Sale  EUR 98.95, EUR 311.73 ,Rated 3.9932 stars with 147 reviews,https://www.macys.com/shop/product/laundry-by-shelli-segal-womens-faux-fur-trim-hooded-puffer-coat?ID=18332683, Product Features Side zip pocketsWater resistantLinedImportedStand collar; hood with removable faux-fur trim; front zipper closure
19,Laundry by Shelli Segal,Women's Faux-Fur-Trim Hooded Puffer Coat,Sale  EUR 98.95, EUR 311.73 ,Rated 3.9932 stars with 147 reviews,https://www.macys.com/shop/product/laundry-by-shelli-segal-womens-faux-fur-trim-hooded-puffer-coat?ID=18332683, Product Features Side zip pocketsWater resistantLinedImportedStand collar; hood with removable faux-fur trim; front zipper closure
20,Laundry by Shelli Segal,Women's Faux-Fur-Trim Hooded Puffer Coat,Sale  EUR 98.95, EUR 262.25 ,Rated 4.2167 stars with 263 reviews,https://www.macys.com/shop/product/laundry-by-shelli-segal-womens-faux-fur-trim-hooded-puffer-coat?ID=18332684, Product Features LinedStand collar & zip-off hood with attached faux-fur trim; front zipper closureWater resistantLong sleevesImportedTwo side zip pockets
21,Laundry by Shelli Segal,Women's Faux-Fur-Trim Hooded Puffer Coat,Sale  EUR 98.95, EUR 262.25 ,Rated 4.2167 stars with 263 reviews,https://www.macys.com/shop/product/laundry-by-shelli-segal-womens-faux-fur-trim-hooded-puffer-coat?ID=18332684, Product Features LinedStand collar & zip-off hood with attached faux-fur trim; front zipper closureWater resistantLong sleevesImportedTwo side zip pockets
22,Laundry by Shelli Segal,Women's Faux-Fur-Trim Hooded Puffer Coat,Sale  EUR 98.95, EUR 262.25 ,Rated 4.2167 stars with 263 reviews,https://www.macys.com/shop/product/laundry-by-shelli-segal-womens-faux-fur-trim-hooded-puffer-coat?ID=18332684, Product Features LinedStand collar & zip-off hood with attached faux-fur trim; front zipper closureWater resistantLong sleevesImportedTwo side zip pockets
23,Laundry by Shelli Segal,Women's Faux-Fur-Trim Hooded Puffer Coat,Sale  EUR 98.95, EUR 262.25 ,Rated 4.2167 stars with 263 reviews,https://www.macys.com/shop/product/laundry-by-shelli-segal-womens-faux-fur-trim-hooded-puffer-coat?ID=18332684, Product Features LinedStand collar & zip-off hood with attached faux-fur trim; front zipper closureWater resistantLong sleevesImportedTwo side zip pockets
24,Donna Karan New York,Women's Belted Bibbed Puffer Coat,Sale  EUR 178.12, EUR 256.31 ,Rated 1 stars with 1 reviews,https://www.macys.com/shop/product/donna-karan-new-york-womens-belted-bibbed-puffer-coat?ID=18390300, Product Features ImportedTwo side pocketsLinedRemovable belt with gold-tone buckle; water resistant; knit cuffs for added protectionStand collar and fixed bib; front zip closure
25,Donna Karan New York,Women's Belted Bibbed Puffer Coat,Sale  EUR 178.12, EUR 256.31 ,Rated 1 stars with 1 reviews,https://www.macys.com/shop/product/donna-karan-new-york-womens-belted-bibbed-puffer-coat?ID=18390300, Product Features ImportedTwo side pocketsLinedRemovable belt with gold-tone buckle; water resistant; knit cuffs for added protectionStand collar and fixed bib; front zip closure
26,Donna Karan New York,Women's Belted Bibbed Puffer Coat,Sale  EUR 178.12, EUR 256.31 ,Rated 1 stars with 1 reviews,https://www.macys.com/shop/product/donna-karan-new-york-womens-belted-bibbed-puffer-coat?ID=18390300, Product Features ImportedTwo side pocketsLinedRemovable belt with gold-tone buckle; water resistant; knit cuffs for added protectionStand collar and fixed bib; front zip closure
27,Donna Karan New York,Women's Belted Bibbed Puffer Coat,Sale  EUR 178.12, EUR 256.31 ,Rated 1 stars with 1 reviews,https://www.macys.com/shop/product/donna-karan-new-york-womens-belted-bibbed-puffer-coat?ID=18390300, Product Features ImportedTwo side pocketsLinedRemovable belt with gold-tone buckle; water resistant; knit cuffs for added protectionStand collar and fixed bib; front zip closure
28,Donna Karan New York,Women's Double-Breasted Reefer Coat,Sale  EUR 237.50, EUR 345.38 ,Rated 4.6 stars with 5 reviews,https://www.macys.com/shop/product/donna-karan-new-york-womens-double-breasted-reefer-coat?ID=19269756, Product Features ImportedNotched collar; front double-breasted button closuresLinedOn-seam pockets
29,Donna Karan New York,Women's Double-Breasted Reefer Coat,Sale  EUR 237.50, EUR 345.38 ,Rated 4.6 stars with 5 reviews,https://www.macys.com/shop/product/donna-karan-new-york-womens-double-breasted-reefer-coat?ID=19269756, Product Features ImportedNotched collar; front double-breasted button closuresLinedOn-seam pockets
30,Donna Karan New York,Women's Double-Breasted Reefer Coat,Sale  EUR 237.50, EUR 345.38 ,Rated 4.6 stars with 5 reviews,https://www.macys.com/shop/product/donna-karan-new-york-womens-double-breasted-reefer-coat?ID=19269756, Product Features ImportedNotched collar; front double-breasted button closuresLinedOn-seam pockets
31,Donna Karan New York,Women's Double-Breasted Reefer Coat,Sale  EUR 237.50, EUR 345.38 ,Rated 4.6 stars with 5 reviews,https://www.macys.com/shop/product/donna-karan-new-york-womens-double-breasted-reefer-coat?ID=19269756, Product Features ImportedNotched collar; front double-breasted button closuresLinedOn-seam pockets
32,Donna Karan New York,Women's Stand-Collar Single-Breasted Coat,Sale  EUR 237.50, EUR 345.38 ,Rated 5 stars with 2 reviews,https://www.macys.com/shop/product/donna-karan-new-york-womens-stand-collar-single-breasted-coat?ID=19270234," Product Features Stand collar; snap button front closuresImportedFully linedPick-stitch detailing at collar, center front, and pocketsPatch pockets at side front"
33,Donna Karan New York,Women's Stand-Collar Single-Breasted Coat,Sale  EUR 237.50, EUR 345.38 ,Rated 5 stars with 2 reviews,https://www.macys.com/shop/product/donna-karan-new-york-womens-stand-collar-single-breasted-coat?ID=19270234," Product Features Stand collar; snap button front closuresImportedFully linedPick-stitch detailing at collar, center front, and pocketsPatch pockets at side front"
34,Donna Karan New York,Women's Stand-Collar Single-Breasted Coat,Sale  EUR 237.50, EUR 345.38 ,Rated 5 stars with 2 reviews,https://www.macys.com/shop/product/donna-karan-new-york-womens-stand-collar-single-breasted-coat?ID=19270234," Product Features Stand collar; snap button front closuresImportedFully linedPick-stitch detailing at collar, center front, and pocketsPatch pockets at side front"
35,Donna Karan New York,Women's Stand-Collar Single-Breasted Coat,Sale  EUR 237.50, EUR 345.38 ,Rated 5 stars with 2 reviews,https://www.macys.com/shop/product/donna-karan-new-york-womens-stand-collar-single-breasted-coat?ID=19270234," Product Features Stand collar; snap button front closuresImportedFully linedPick-stitch detailing at collar, center front, and pocketsPatch pockets at side front"
36,Style & Co,"Women's Quilted Coat, Created for Macy's",Sale  EUR 49.23, EUR 98.47 ,Rated 4.3478 stars with 23 reviews,https://www.macys.com/shop/product/style-co-womens-quilted-coat-created-for-macys?ID=18437921, Product Features ImportedSide patch pockets Stand collar; front zip closure with snap overlayCreated for Macy's
37,Style & Co,"Women's Quilted Coat, Created for Macy's",Sale  EUR 49.23, EUR 98.47 ,Rated 4.3478 stars with 23 reviews,https://www.macys.com/shop/product/style-co-womens-quilted-coat-created-for-macys?ID=18437921, Product Features ImportedSide patch pockets Stand collar; front zip closure with snap overlayCreated for Macy's
38,Style & Co,"Women's Quilted Coat, Created for Macy's",Sale  EUR 49.23, EUR 98.47 ,Rated 4.3478 stars with 23 reviews,https://www.macys.com/shop/product/style-co-womens-quilted-coat-created-for-macys?ID=18437921, Product Features ImportedSide patch pockets Stand collar; front zip closure with snap overlayCreated for Macy's
39,Style & Co,"Women's Quilted Coat, Created for Macy's",Sale  EUR 49.23, EUR 98.47 ,Rated 4.3478 stars with 23 reviews,https://www.macys.com/shop/product/style-co-womens-quilted-coat-created-for-macys?ID=18437921, Product Features ImportedSide patch pockets Stand collar; front zip closure with snap overlayCreated for Macy's
40,Donna Karan New York,Women's Belted Wing-Collar Coat,Sale  EUR 277.08, EUR 394.86 ,None,https://www.macys.com/shop/product/donna-karan-new-york-womens-belted-wing-collar-coat?ID=19269759, Product Features Removable beltTwo side pocketsImportedLinedWing collar with fixed bib; wrap with closure
41,Donna Karan New York,Women's Belted Wing-Collar Coat,Sale  EUR 277.08, EUR 394.86 ,None,https://www.macys.com/shop/product/donna-karan-new-york-womens-belted-wing-collar-coat?ID=19269759, Product Features Removable beltTwo side pocketsImportedLinedWing collar with fixed bib; wrap with closure
42,Donna Karan New York,Women's Belted Wing-Collar Coat,Sale  EUR 277.08, EUR 394.86 ,None,https://www.macys.com/shop/product/donna-karan-new-york-womens-belted-wing-collar-coat?ID=19269759, Product Features Removable beltTwo side pocketsImportedLinedWing collar with fixed bib; wrap with closure
43,Donna Karan New York,Women's Belted Wing-Collar Coat,Sale  EUR 277.08, EUR 394.86 ,None,https://www.macys.com/shop/product/donna-karan-new-york-womens-belted-wing-collar-coat?ID=19269759, Product Features Removable beltTwo side pocketsImportedLinedWing collar with fixed bib; wrap with closure
44,Charter Club,"Women's Packable Hooded Puffer Vest, Created for Macy's",Sale  EUR 24.73, EUR 74.22 ,Rated 4.4128 stars with 1049 reviews,https://www.macys.com/shop/product/charter-club-womens-packable-hooded-puffer-vest-created-for-macys?ID=18237286, Product Features Water resistantTwo side zip pockets; two inner open pocketsImportedPackable into bagCreated for Macy'sLinedStand collar with zip-off hood; front zip closure
45,Charter Club,"Women's Packable Hooded Puffer Vest, Created for Macy's",Sale  EUR 24.73, EUR 74.22 ,Rated 4.4128 stars with 1049 reviews,https://www.macys.com/shop/product/charter-club-womens-packable-hooded-puffer-vest-created-for-macys?ID=18237286, Product Features Water resistantTwo side zip pockets; two inner open pocketsImportedPackable into bagCreated for Macy'sLinedStand collar with zip-off hood; front zip closure
46,Charter Club,"Women's Packable Hooded Puffer Vest, Created for Macy's",Sale  EUR 24.73, EUR 74.22 ,Rated 4.4128 stars with 1049 reviews,https://www.macys.com/shop/product/charter-club-womens-packable-hooded-puffer-vest-created-for-macys?ID=18237286, Product Features Water resistantTwo side zip pockets; two inner open pocketsImportedPackable into bagCreated for Macy'sLinedStand collar with zip-off hood; front zip closure
47,Charter Club,"Women's Packable Hooded Puffer Vest, Created for Macy's",Sale  EUR 24.73, EUR 74.22 ,Rated 4.4128 stars with 1049 reviews,https://www.macys.com/shop/product/charter-club-womens-packable-hooded-puffer-vest-created-for-macys?ID=18237286, Product Features Water resistantTwo side zip pockets; two inner open pocketsImportedPackable into bagCreated for Macy'sLinedStand collar with zip-off hood; front zip closure
48,I.N.C. International Concepts,"Women's Faux-Fur Jacket, Created for Macy's",Sale  EUR 73.97, EUR 147.95 ,Rated 4.5361 stars with 194 reviews,https://www.macys.com/shop/product/i.n.c.-international-concepts-womens-faux-fur-jacket-created-for-macys?ID=12623604," Product Features Slit pockets at sidesCreated for Macy'sThis garment was made in a factory where RISE programs advance women's empowerment and gender equalityImportedThis garment is made in a factory where RISE programs advance women's empowerment and gender equalityShawl collar; hook and eye closure at frontThis product was made in a factory where RISE programs advance women's empowerment and gender equalityRISEConnect with a stylist & get free expert advice online or in stores for your wardrobe, home & more. Book Now"
49,I.N.C. International Concepts,"Women's Faux-Fur Jacket, Created for Macy's",Sale  EUR 73.97, EUR 147.95 ,Rated 4.5361 stars with 194 reviews,https://www.macys.com/shop/product/i.n.c.-international-concepts-womens-faux-fur-jacket-created-for-macys?ID=12623604," Product Features Slit pockets at sidesCreated for Macy'sThis garment was made in a factory where RISE programs advance women's empowerment and gender equalityImportedThis garment is made in a factory where RISE programs advance women's empowerment and gender equalityShawl collar; hook and eye closure at frontThis product was made in a factory where RISE programs advance women's empowerment and gender equalityRISEConnect with a stylist & get free expert advice online or in stores for your wardrobe, home & more. Book Now"
50,I.N.C. International Concepts,"Women's Faux-Fur Jacket, Created for Macy's",Sale  EUR 73.97, EUR 147.95 ,Rated 4.5361 stars with 194 reviews,https://www.macys.com/shop/product/i.n.c.-international-concepts-womens-faux-fur-jacket-created-for-macys?ID=12623604," Product Features Slit pockets at sidesCreated for Macy'sThis garment was made in a factory where RISE programs advance women's empowerment and gender equalityImportedThis garment is made in a factory where RISE programs advance women's empowerment and gender equalityShawl collar; hook and eye closure at frontThis product was made in a factory where RISE programs advance women's empowerment and gender equalityRISEConnect with a stylist & get free expert advice online or in stores for your wardrobe, home & more. Book Now"
51,I.N.C. International Concepts,"Women's Faux-Fur Jacket, Created for Macy's",Sale  EUR 73.97, EUR 147.95 ,Rated 4.5361 stars with 194 reviews,https://www.macys.com/shop/product/i.n.c.-international-concepts-womens-faux-fur-jacket-created-for-macys?ID=12623604," Product Features Slit pockets at sidesCreated for Macy'sThis garment was made in a factory where RISE programs advance women's empowerment and gender equalityImportedThis garment is made in a factory where RISE programs advance women's empowerment and gender equalityShawl collar; hook and eye closure at frontThis product was made in a factory where RISE programs advance women's empowerment and gender equalityRISEConnect with a stylist & get free expert advice online or in stores for your wardrobe, home & more. Book Now"
52,Donna Karan New York,Women's Pleated Single-Breasted Coat,Sale  EUR 257.29, EUR 375.07 ,None,https://www.macys.com/shop/product/donna-karan-new-york-womens-pleated-single-breasted-coat?ID=19277055, Product Features LinedTwo side pocketsPleatedV-neck; gold-tone clasp closureImported
53,Donna Karan New York,Women's Pleated Single-Breasted Coat,Sale  EUR 257.29, EUR 375.07 ,None,https://www.macys.com/shop/product/donna-karan-new-york-womens-pleated-single-breasted-coat?ID=19277055, Product Features LinedTwo side pocketsPleatedV-neck; gold-tone clasp closureImported
54,Donna Karan New York,Women's Pleated Single-Breasted Coat,Sale  EUR 257.29, EUR 375.07 ,None,https://www.macys.com/shop/product/donna-karan-new-york-womens-pleated-single-breasted-coat?ID=19277055, Product Features LinedTwo side pocketsPleatedV-neck; gold-tone clasp closureImported
55,Donna Karan New York,Women's Pleated Single-Breasted Coat,Sale  EUR 257.29, EUR 375.07 ,None,https://www.macys.com/shop/product/donna-karan-new-york-womens-pleated-single-breasted-coat?ID=19277055, Product Features LinedTwo side pocketsPleatedV-neck; gold-tone clasp closureImported
56,Donna Karan New York,Women's Notched-Collar Faux-Fur Coat,Sale  EUR 207.81, EUR 295.90 ,Rated 5 stars with 1 reviews,https://www.macys.com/shop/product/donna-karan-new-york-womens-notched-collar-faux-fur-coat?ID=18359795, Product Features Two side pocketsImportedAllover faux furLinedNotched collar; front clasp closure
57,Donna Karan New York,Women's Notched-Collar Faux-Fur Coat,Sale  EUR 207.81, EUR 295.90 ,Rated 5 stars with 1 reviews,https://www.macys.com/shop/product/donna-karan-new-york-womens-notched-collar-faux-fur-coat?ID=18359795, Product Features Two side pocketsImportedAllover faux furLinedNotched collar; front clasp closure
58,Donna Karan New York,Women's Notched-Collar Faux-Fur Coat,Sale  EUR 207.81, EUR 295.90 ,Rated 5 stars with 1 reviews,https://www.macys.com/shop/product/donna-karan-new-york-womens-notched-collar-faux-fur-coat?ID=18359795, Product Features Two side pocketsImportedAllover faux furLinedNotched collar; front clasp closure
59,Donna Karan New York,Women's Notched-Collar Faux-Fur Coat,Sale  EUR 207.81, EUR 295.90 ,Rated 5 stars with 1 reviews,https://www.macys.com/shop/product/donna-karan-new-york-womens-notched-collar-faux-fur-coat?ID=18359795, Product Features Two side pocketsImportedAllover faux furLinedNotched collar; front clasp closure
60,Laundry by Shelli Segal,Women's Shine Faux-Fur-Trim Puffer Coat,Sale  EUR 108.85, EUR 277.09 ,Rated 4.5333 stars with 15 reviews,https://www.macys.com/shop/product/laundry-by-shelli-segal-womens-shine-faux-fur-trim-puffer-coat?ID=18332682, Product Features ImportedOversized collar with faux-fur trim; front zipper closureSide welt pocketsWater resistantFaux-fur trim throughout Lined
61,Laundry by Shelli Segal,Women's Shine Faux-Fur-Trim Puffer Coat,Sale  EUR 108.85, EUR 277.09 ,Rated 4.5333 stars with 15 reviews,https://www.macys.com/shop/product/laundry-by-shelli-segal-womens-shine-faux-fur-trim-puffer-coat?ID=18332682, Product Features ImportedOversized collar with faux-fur trim; front zipper closureSide welt pocketsWater resistantFaux-fur trim throughout Lined
62,Laundry by Shelli Segal,Women's Shine Faux-Fur-Trim Puffer Coat,Sale  EUR 108.85, EUR 277.09 ,Rated 4.5333 stars with 15 reviews,https://www.macys.com/shop/product/laundry-by-shelli-segal-womens-shine-faux-fur-trim-puffer-coat?ID=18332682, Product Features ImportedOversized collar with faux-fur trim; front zipper closureSide welt pocketsWater resistantFaux-fur trim throughout Lined
63,Laundry by Shelli Segal,Women's Shine Faux-Fur-Trim Puffer Coat,Sale  EUR 108.85, EUR 277.09 ,Rated 4.5333 stars with 15 reviews,https://www.macys.com/shop/product/laundry-by-shelli-segal-womens-shine-faux-fur-trim-puffer-coat?ID=18332682, Product Features ImportedOversized collar with faux-fur trim; front zipper closureSide welt pocketsWater resistantFaux-fur trim throughout Lined
64,Donna Karan New York,Women's Buckle Front Wool Blend Coat,EUR 420.59,None,Rated 5 stars with 5 reviews,https://www.macys.com/shop/product/donna-karan-new-york-womens-buckle-front-wool-blend-coat?ID=19226654, Product Features Side seam pocketsImportedUnlined
65,Donna Karan New York,Women's Buckle Front Wool Blend Coat,EUR 420.59,None,Rated 5 stars with 5 reviews,https://www.macys.com/shop/product/donna-karan-new-york-womens-buckle-front-wool-blend-coat?ID=19226654, Product Features Side seam pocketsImportedUnlined
66,Donna Karan New York,Women's Buckle Front Wool Blend Coat,EUR 420.59,None,Rated 5 stars with 5 reviews,https://www.macys.com/shop/product/donna-karan-new-york-womens-buckle-front-wool-blend-coat?ID=19226654, Product Features Side seam pocketsImportedUnlined
67,Donna Karan New York,Women's Buckle Front Wool Blend Coat,EUR 420.59,None,Rated 5 stars with 5 reviews,https://www.macys.com/shop/product/donna-karan-new-york-womens-buckle-front-wool-blend-coat?ID=19226654, Product Features Side seam pocketsImportedUnlined
68,ID Ideology,"Women's Hooded Puffer Jacket, Created for Macy's",Sale  EUR 34.39, EUR 68.78 ,Rated 4 stars with 5 reviews,https://www.macys.com/shop/product/id-ideology-womens-hooded-puffer-jacket-created-for-macys?ID=18352979, Product Features Hooded; front zip closureINSPIRED FOR: everyday wearSide pocketsWater-repellant fabric Created for Macy'sFittedImported
69,ID Ideology,"Women's Hooded Puffer Jacket, Created for Macy's",Sale  EUR 34.39, EUR 68.78 ,Rated 4 stars with 5 reviews,https://www.macys.com/shop/product/id-ideology-womens-hooded-puffer-jacket-created-for-macys?ID=18352979, Product Features Hooded; front zip closureINSPIRED FOR: everyday wearSide pocketsWater-repellant fabric Created for Macy'sFittedImported
70,ID Ideology,"Women's Hooded Puffer Jacket, Created for Macy's",Sale  EUR 34.39, EUR 68.78 ,Rated 4 stars with 5 reviews,https://www.macys.com/shop/product/id-ideology-womens-hooded-puffer-jacket-created-for-macys?ID=18352979, Product Features Hooded; front zip closureINSPIRED FOR: everyday wearSide pocketsWater-repellant fabric Created for Macy'sFittedImported
71,ID Ideology,"Women's Hooded Puffer Jacket, Created for Macy's",Sale  EUR 34.39, EUR 68.78 ,Rated 4 stars with 5 reviews,https://www.macys.com/shop/product/id-ideology-womens-hooded-puffer-jacket-created-for-macys?ID=18352979, Product Features Hooded; front zip closureINSPIRED FOR: everyday wearSide pocketsWater-repellant fabric Created for Macy'sFittedImported
72,Donna Karan New York,Women's Belted Scarf-Wrap Coat,Sale  EUR 277.08, EUR 394.86 ,None,https://www.macys.com/shop/product/donna-karan-new-york-womens-belted-scarf-wrap-coat?ID=19277054, Product Features Removable belt with gold-tone hardwareImportedNotched collar; button front closureVent at center backFully lined Side pocketsRemovable scarf wrap
73,Donna Karan New York,Women's Belted Scarf-Wrap Coat,Sale  EUR 277.08, EUR 394.86 ,None,https://www.macys.com/shop/product/donna-karan-new-york-womens-belted-scarf-wrap-coat?ID=19277054, Product Features Removable belt with gold-tone hardwareImportedNotched collar; button front closureVent at center backFully lined Side pocketsRemovable scarf wrap
74,Donna Karan New York,Women's Belted Scarf-Wrap Coat,Sale  EUR 277.08, EUR 394.86 ,None,https://www.macys.com/shop/product/donna-karan-new-york-womens-belted-scarf-wrap-coat?ID=19277054, Product Features Removable belt with gold-tone hardwareImportedNotched collar; button front closureVent at center backFully lined Side pocketsRemovable scarf wrap
75,Donna Karan New York,Women's Belted Scarf-Wrap Coat,Sale  EUR 277.08, EUR 394.86 ,None,https://www.macys.com/shop/product/donna-karan-new-york-womens-belted-scarf-wrap-coat?ID=19277054, Product Features Removable belt with gold-tone hardwareImportedNotched collar; button front closureVent at center backFully lined Side pocketsRemovable scarf wrap
76,I.N.C. International Concepts,"Women's Faux-Leather Jacket, Created for Macy's",Sale  EUR 49.23, EUR 98.47 ,Rated 4.6593 stars with 270 reviews,https://www.macys.com/shop/product/i.n.c.-international-concepts-womens-faux-leather-jacket-created-for-macys?ID=14708862," Product Features LinedSide pocketsEpaulets at shouldersNotched lapels; front zipper closureCreated for Macy'sThis product was made in a factory where RISE programs advance women's empowerment and gender equalityImportedConnect with a stylist & get free expert advice online or in stores for your wardrobe, home & more. Book Now"
